x1,x2
1.188852979256418418e-01,3.091496006745146907e-01
-4.532971882692415910e-01,2.720882898134916461e-01
1.736439512573202393e-01,-2.844549361908921270e-02
5.247039033672584729e-02,3.182357554834303048e-02
-1.741960382465636004e-01,-1.275956777105058393e-02
1.050372901962921546e-01,1.132284567401222741e-01
-2.988068014561044983e-01,-1.060126203386639876e-01
-5.491045873129132282e-01,5.780436126805921226e-02
8.563108611832026540e-02,2.925343515637448544e-01
-3.977187080802268015e-01,-4.936027712025834457e-01
-4.952115087095579904e-01,1.787361416781774182e-02
1.741089058327482952e-03,-4.748508528331188971e-01
-4.939995748895154026e-02,3.655512155647767658e-01
5.283517775215273993e-02,-4.182759780269340588e-02
-2.105414623466683732e-02,1.027545762475422508e-01
4.191172188530114529e-01,9.933456636900050984e-02
-5.333454920632899610e-01,-3.828195001338163816e-02
-3.317842130052369720e-01,4.132657922082283442e-01
-4.875455110852299212e-01,1.390614250086034120e-01
-4.817248569081185039e-01,-5.355300752737665038e-01
2.279849792548505061e-01,4.121520775768883205e-03
-9.494824160178694239e-02,-1.439129595717821841e-01
-5.410360005787944182e-01,-5.340522289234790332e-01
-1.261421265446552864e-01,-4.385232292760931072e-01
3.832067671768479844e-02,-3.019012027947161059e-01
2.461859558880600263e-01,-1.237079216138657900e-01
-3.426088624766996382e-01,-8.752508471063669138e-02
-4.749840078554923295e-02,4.439255555888902416e-01
-7.714276787224738641e-02,-2.700818763572855330e-01
-3.326919625641308054e-01,-5.005668583015735473e-01
-4.344495050369818756e-01,1.044172399186872324e-01
-3.771649691529328496e-01,3.181278967574585614e-03
-3.099123309570448459e-01,-3.128052281803096468e-01
-1.699070240697830858e-01,-1.309432543592042864e-01
2.517216878196451013e-01,1.039370817945584058e-01
1.008462544414423512e-02,-3.594691039230720753e-01
-1.669890862012235466e-02,1.036756724575171873e-01
1.895079949181810441e-03,-5.456785329689431974e-01
1.938889754476913474e-01,-8.500651251612256765e-03
1.099985665115762457e-01,-2.293129805149751732e-01
-9.128834400514629355e-02,3.459120719900097285e-01
2.890208237565030647e-01,3.228881008032362665e-01
-1.809501850066739248e-01,6.528095464262295700e-02
-4.620036063742528620e-01,-4.936231298494356823e-01
3.657169431382489844e-02,-1.043605951308061996e-01
2.908506180257598439e-01,-3.139898284087342395e-01
-4.859792767225923349e-02,3.233866673122234303e-01
-3.372793166342957782e-02,-4.789251539843416561e-01
-2.579644220940892074e-01,-1.873513638503537804e-01
-3.761996640082977406e-01,-5.578078993290624954e-02
-5.131840758494523591e-01,3.952713971529436821e-01
4.280606422534660727e-01,4.412396497602205647e-01
4.385413590815911977e-02,3.737043846913141731e-01
-7.056096139360223951e-02,1.465025483093467251e-01
2.257107476338049423e-02,2.645877111096410772e-01
3.377575183277023996e-01,3.158790505333628484e-01
2.081034937278378738e-01,-3.039708571254579050e-01
-1.363923098095631836e-03,-1.852638380153169839e-01
-5.423014783966549901e-01,-4.343157310242914404e-01
5.794349189493674945e-02,3.869957085791089213e-01
1.096172818579880248e-01,-2.560865207985399961e-01
-4.698571921078558145e-01,2.787154981002243348e-01
3.303636686326882899e-01,6.725685675492554250e-02
-5.420863297119625779e-01,-3.034924273141834661e-01
-2.643295657968233181e-01,-3.604335024499879525e-01
3.787879657071148154e-01,-1.302685661907038162e-01
1.588445249655465741e-01,4.001815434656463832e-01
2.986863270233467427e-01,1.480673218032386718e-01
4.009768620753744184e-01,-5.349932280179695576e-01
3.806887380562028467e-01,-3.973840060223100545e-01
-3.911086772667676792e-01,-2.511832327887766336e-01
7.495712853695146727e-02,-5.379447091234037526e-01
5.771453273986193455e-02,-4.049392264449847012e-01
-3.714800740858617001e-01,-2.582159264949218658e-01
6.378301912808237439e-02,-2.960523926813010132e-01
-2.173704311453765747e-01,3.274174963922986681e-01
-5.018670632070632021e-01,2.004698057507834363e-01
-4.416586047419676087e-01,-9.650751012457625677e-02
-1.142804435742417191e-01,-6.235188753603304601e-02
1.057846567736369092e-01,-3.327300041646974460e-01
1.580490304723006778e-01,-1.501555228418932630e-01
-7.303243115401936159e-02,-4.312229450117117668e-01
1.969580128081191983e-01,-8.366101418997995420e-02
-4.869776535380730964e-01,-2.383222184930741117e-01
1.456099066783018703e-01,-5.214563540011939446e-01
-1.890358609397089218e-01,2.618308178512508411e-01
1.245347810407909650e-01,2.353398416943701665e-01
1.891467353868154788e-01,7.296521557879431796e-02
2.062164535988730840e-02,7.509825876163345182e-02
-4.163015918972247098e-01,-2.564060904329937829e-01
-3.671600221471662540e-01,2.858745005254925697e-01
3.130889566860823869e-01,2.582070106055975867e-01
2.466103493811322434e-02,1.495251712226675078e-02
3.023067073353042922e-01,1.972276913349328975e-01
3.222647538117453525e-01,-3.374101896833224812e-01
-4.833081849511601247e-01,2.332183387176922640e-01
-2.604285159708988884e-01,7.477726000927653605e-02
-2.663078243662877487e-01,-3.788348154774953125e-01
2.262757540173057080e-01,-4.771459329263079141e-01
-4.261454527057415564e-01,3.171872836349387548e-01
-5.077071259249207325e-01,-2.439735389298048895e-01
-2.123029432128853422e-02,4.481257241785187029e-01
-3.066611154892355806e-01,2.601803267283386845e-01
-2.157732241537246853e-02,-5.341445974691523269e-01
-3.785437388242907097e-01,-4.551239049948997417e-01
-2.373725008366345257e-01,-1.678092676242608494e-01
-3.181554475810123295e-01,-8.674721346903480068e-02
3.212799515853438370e-01,5.240899741964955005e-03
2.627427503691850408e-01,-4.263164732687299008e-01
3.166632057128052624e-01,-4.193127348041348901e-01
-1.150709279463310031e-01,2.581212027783993390e-01
4.439722511239221348e-01,7.965636401939735212e-02
3.977546810877263805e-02,-2.632740589886982674e-01
-2.798220857215080182e-01,-3.366746093332241285e-01
-5.176309069463861379e-01,2.212655246577193147e-01
3.536924431152976833e-02,1.090086966647124678e-01
2.561344623974537438e-02,3.754736207325672925e-01
2.303471922854647413e-01,-3.022329577474504037e-01
1.893657529830173880e-01,1.490721581743592594e-01
4.244513006367462982e-01,3.248377323046791609e-01
-3.020374720305339933e-01,-2.003266866924342526e-01
-5.011331593742422985e-01,-2.095971184294589396e-01
1.908125865957943645e-01,-3.469458260774624936e-01
3.300158380079214471e-01,-9.857555583027954871e-02
5.549149857460544677e-02,-5.178956456167607136e-01
-3.381225170283386205e-02,3.817727508055045460e-01
-3.384859877307716536e-01,3.487071400324637249e-02
3.819359147400753773e-01,-2.729309389105583072e-01
1.051251983444122517e-01,8.432700152818473072e-02
1.255656748788142041e-01,-7.735610339839149585e-02
8.081745275397389516e-02,-4.568189315526851590e-01
1.841557716678494661e-01,-1.416298044264274747e-02
-1.824151184445607088e-01,-2.290770141563326368e-01
-4.210994960472705939e-01,-4.036435055070224376e-01
-3.876187560789595699e-01,2.469487498766292921e-01
-8.553451152172097949e-03,2.474061028932159623e-01
-2.845763380499390927e-01,-4.754062816894658594e-01
-4.597010671790198177e-01,1.240539259002333417e-01
2.536696628575279000e-01,-6.159926070060217640e-03
3.069145273723996592e-01,-4.656315404908594191e-01
3.256475906136814258e-01,2.984386681615252002e-01
3.223611437407931657e-01,3.091554825182563082e-02
-2.722467450482746187e-02,3.195098614126937742e-01
2.758469113542726392e-01,1.690537004690917389e-02
2.803834039740453754e-01,1.496314575718916684e-01
1.708333725956301397e-01,-4.894659878284967069e-01
-1.002607548348732891e-01,-1.646335984734881297e-02
9.359048943740788662e-02,-1.573685156029642762e-01
-4.715357109621949316e-01,-1.588571038958697113e-02
2.111042532384744819e-01,-6.018256693746304453e-02
2.696894359351956760e-01,3.662012878612656008e-01
-2.902673423479086301e-01,-1.055375527001426450e-01
2.889913518469471310e-01,2.291972663795304177e-01
4.301553232253430004e-01,4.173179887821241163e-01
-2.333346570587564450e-01,3.111841876947196717e-01
-5.473067301374497928e-01,4.450971206826095372e-01
-2.904791001180284660e-01,-9.335571900767025699e-02
2.979868298462260423e-01,1.009211222107442296e-01
-2.524036715981343715e-01,-4.294750183054270032e-01
4.589980842129925964e-02,-4.420522500652982467e-01
2.338554142397398783e-01,-2.860236074787444460e-01
-2.092798094275873932e-01,-8.478905846132855917e-02
-4.627439605438929959e-01,-1.440471597355650335e-01
-1.796105861523742409e-01,3.352426131608188253e-01
-4.205492210865910963e-01,-3.245821080060096175e-02
-2.499265494335054516e-01,-2.500060454057274617e-01
3.542856831436865805e-01,-3.549998191630455713e-01
1.593386097279128055e-01,4.661759318374092409e-02
2.378479107611327636e-01,-6.911578738387968990e-02
-1.110334514603666944e-01,2.175422125227782777e-01
2.091815856022659625e-01,-3.901903945742061230e-01
-7.379427913183034260e-02,-1.402353743153783583e-02
-4.977956897310488182e-01,3.199849103863072752e-01
-3.826960922814851562e-01,-4.762332825350261700e-01
4.470592566559293823e-01,2.354022522230992953e-01
-1.449903132632049951e-01,-3.607368994751284363e-01
-2.092662218282159703e-02,2.125304312343996305e-01
-5.151796061708729946e-01,-3.430178692916155958e-01
-1.340398340485178252e-01,3.915332997652307689e-01
-3.946700871862838245e-01,7.909557830979230264e-02
3.125452027982446035e-01,-2.478385263247669945e-01
4.239609828087864685e-01,3.006892917452159697e-01
-1.028142308327703036e-01,-4.234203244022517465e-01
3.999264949673032588e-01,-2.500019812575524636e-01
-4.061072696433796203e-01,1.065823958463347765e-01
-2.196986543134972214e-01,7.944861832242122723e-02
4.486935954742710120e-01,3.819783170768488167e-01
4.221534892108886883e-01,4.321692581863999516e-01
-2.450457817549648309e-01,6.408214803127365577e-02
-5.187531571824106624e-01,1.500986093505468633e-01
-4.798287489827156582e-01,-2.394879075132421153e-01
-1.639998603789353249e-01,-3.011193602481895271e-01
-4.927311067561750413e-01,-4.545678469084066808e-01
-5.387981392350499332e-01,2.194348343361529619e-02
-1.586128293425359548e-02,4.162604972607920617e-01
-1.663809647349835386e-01,-1.337737155426801383e-01
4.577247623692959344e-02,-4.278083931844876009e-01
-5.272750259550085250e-01,-1.653650952655776329e-01
7.077449525575540967e-03,2.731706937426071624e-01
1.723549502737914407e-01,-3.112952540711575455e-01
-4.202760735797302916e-01,-4.902993434195669353e-01
3.635471233917516587e-01,2.711466993118860636e-03
1.032889495830416893e-01,-8.375415025885168951e-02
1.664473897943680170e-01,2.413410860264187940e-01
-5.078188863298837008e-01,2.236391880258787879e-01
2.340348441498154575e-01,2.917351710671534093e-02
2.619761389393125972e-01,-3.826317845614189972e-01
2.830463064249499894e-03,2.126608098496932664e-01
-1.096703845420446966e-01,-4.920779848324200456e-01
1.596720931134778532e-01,-4.928234025625058967e-01
-2.930493316572213569e-01,-4.976891884772027819e-01
-2.163428142996786097e-01,-2.688278434618824875e-01
-1.381330731280769886e-01,-4.026347500315552441e-01
-2.771259897058400146e-01,-4.165984741764672261e-01
8.945073642529821623e-02,-4.029067719915065959e-01
3.349362138396057009e-01,1.069020478892125370e-01
2.147917532165442012e-01,-5.108444932047084830e-01
2.698578510906475270e-01,-8.285561895579185432e-02
-2.145411034363861047e-01,-4.134659729435050668e-01
6.827811221684998433e-02,1.411728596974705097e-01
1.383149886301171527e-03,2.268105432301384949e-01
-1.393650921940057241e-01,1.834818887251037367e-01
9.790611625894574122e-02,4.541781165747105220e-02
2.486129998247870176e-01,3.633537890893819844e-01
-2.621253473686148139e-01,3.164880470227683373e-01
2.600782673344982365e-01,7.839239250828300420e-02
-3.072344164377072140e-01,2.339595193491131875e-01
-5.211944886127828358e-02,3.991244206928762361e-01
6.215671460148675109e-03,-1.197409108216761497e-01
-7.596049759805101331e-02,4.119503977212601864e-02
-1.419833966988375273e-01,-1.155790195394817976e-01
-2.158442589228432018e-01,-1.631321105592606902e-01
2.409204660107376883e-01,-5.107832005789161300e-01
2.394553194894197823e-01,1.507791941602331098e-01
-3.946619718953329192e-01,5.104154767053736830e-02
-2.745492617440985494e-01,-4.940496044606075277e-01
3.400137143239935211e-01,-1.892952040575847095e-01
-5.226407843764788730e-01,-4.308220535716484889e-01
-2.751434771746534835e-01,4.263015766031669207e-01
-5.320374202111443074e-01,2.658087028498219428e-01
1.741491203333470628e-01,3.055219652481471204e-01
3.989105831393277013e-01,3.943414944710091907e-01
3.999688045418181570e-01,-4.272449664929985902e-01
1.717621109741971352e-01,3.165023884011836097e-01
-4.448969544491754302e-02,1.273840792040272785e-01
-2.593056363506174300e-02,1.149538126647580150e-01
3.636595152154462607e-01,2.337061390655549298e-01
4.068250830541499941e-01,-3.753175471795925366e-01
3.962387406311385085e-01,9.655340493887176745e-02
-1.179220043049948874e-01,1.736052476494579500e-01
3.703117735568699498e-01,2.084816829330482513e-01
-1.291427079638928221e-01,-2.837224723778390967e-01
2.352887798347313986e-01,-3.391812508802561910e-01
-3.728360985066532240e-01,-9.415922319369152138e-02
-9.798170923054427828e-02,2.261114571497861991e-01
4.259264634066223243e-01,1.953800055837828786e-02
-3.934239383293304249e-01,1.755029423273058997e-01
-3.867939589204900663e-01,3.313045589919485501e-01
-5.278354729259006062e-01,1.652944558684309451e-01
-2.553064358292074232e-01,-1.575474436781139076e-01
-4.914812251394173881e-01,-2.200442920037486427e-01
1.864713151445238637e-01,2.873451825894506317e-01
1.635249361920213529e-01,8.047534230484609807e-02
-3.319751464308224875e-01,3.959591260081903874e-01
3.089858103005350687e-01,-3.415421098903614894e-02
1.995410518738498507e-01,-3.895812341772453280e-02
-2.649435142094360707e-01,1.841332564052596821e-01
-5.449144283865173799e-01,-3.366103070017757437e-01
-5.435463909441344832e-01,7.934562990795868131e-03
-4.848350196201123286e-02,-2.605663586192549230e-01
-2.909581694534295604e-01,-6.805454479115080613e-02
-2.655902442377532369e-01,-1.339476668293350103e-01
4.445433498361278657e-01,4.131022768981131854e-01
1.115029164005777451e-01,2.613946304834547929e-01
-2.692543619188448867e-01,2.597158588163038795e-01
-3.769943482507330801e-01,-1.219788006836904914e-01
-7.329726647237677639e-02,-1.285101610092187485e-02
2.530545061529368978e-01,-5.321065419969899235e-01
-1.148575251598290548e-01,1.012777078376478901e-01
8.146812653107304847e-02,-5.207586003041603240e-01
1.342973483102515297e-01,-5.350762948468272828e-01
-2.066230489030780326e-01,-2.678906966547209834e-01
-4.354228318602035852e-01,-3.918685263214831682e-01
-4.160116736995699283e-01,1.458992353343963044e-01
-4.191789546440187753e-01,-4.408776695377376598e-01
-4.988180808486055717e-01,4.120610158500964681e-01
-5.392671610140498117e-01,3.330743163308624855e-01
-4.647240399936624078e-01,5.408904917670098733e-03
-2.373260420449117003e-01,1.297801355387765421e-01
-2.403524327738142397e-01,-4.389502915857110832e-01
-5.398603976030758034e-03,-4.991900099212620567e-02
-2.757597936115775417e-01,3.074362772635961250e-01
-3.359631752781591096e-01,-2.606508345152180883e-01
-3.555141275044229054e-01,-3.163230408117215786e-01
-2.030003941142917157e-01,2.978529740765283318e-01
2.677259358263835987e-01,2.574110285540636145e-01
2.591717145732982397e-01,-4.018728886567761727e-01
3.083212973560732761e-01,-4.611553359031261845e-02
-3.805093228281044571e-01,2.900589827681357979e-01
2.951741165066320560e-01,2.258828641615185928e-01
1.690593715135062514e-01,-4.976829593051912415e-02
-2.900219470578407899e-01,-3.810625357766250776e-01
2.758752104431316798e-02,-7.225633710119305775e-03
-3.313255053840439279e-01,4.828166456914717575e-02
1.156998040361703062e-01,-3.147524781798003435e-01
-2.032867366678769994e-02,7.634908215674574006e-02
-4.270589917627611865e-01,-5.397201395186274064e-01
-1.039596607199195777e-01,-4.556342839161708902e-02
3.710629504632184661e-01,-2.764614007469881063e-01
-1.949362449062397307e-02,3.857936043083219912e-01
-5.483157285186271990e-01,4.648085628562281801e-02
2.459829891840468186e-01,1.683277159171948645e-01
-3.463296061199205855e-02,-3.321040926239633428e-01
3.927618030323358767e-01,4.482720295913068531e-01
-4.993193840460038446e-01,1.491899711986587329e-01
-4.928501382902245043e-01,-3.177248145374137467e-01
6.903375691019353333e-02,1.569185281341866078e-01
1.391082439353316103e-01,3.758047679066232050e-01
2.304192589376201639e-01,-4.392172605507634886e-01
-5.131820678183491857e-01,4.101333366180295315e-01
-7.603241909795999121e-02,-1.059983060624029028e-01
-2.885068235124306213e-01,1.986016774611151225e-01
-3.347856570002287757e-01,-4.033901901477202623e-01
3.019153634423145105e-01,3.183591865034384183e-01
-2.350701312428817857e-01,-6.288738196477949849e-02
-1.557755726740334135e-01,-2.024835338117737527e-01
-4.715296865831837270e-01,-4.601105096873082667e-01
1.645064808444106630e-01,-8.415592318932518801e-03
1.691271457236781517e-01,-4.978952111621052223e-01
3.680949412844087831e-01,4.294686597711916409e-01
2.711849702474798951e-01,3.873404830667048770e-02
2.992438756386314180e-01,3.476973930158377968e-01
4.122422161701856380e-01,4.078947054488069046e-01
-1.091505584229448544e-01,-2.493843450221279179e-01
-2.286897329950990931e-01,4.412913880138538136e-01
6.429081277005199713e-02,1.437236262179067969e-01
3.381711102437910954e-01,3.621730739363404616e-02
3.816871500959959640e-01,3.405371364552916003e-01
-1.191081927610830871e-01,-5.479178875411816474e-01
-4.989575889676334253e-02,3.965725196291081112e-01
3.701094677394345389e-01,-4.084028766547855849e-01
-1.680896437163810209e-01,1.559402374051638285e-01
1.743998630389895776e-01,-1.470811834413540131e-01
1.493077622458599540e-01,-2.697100557837920354e-01
-1.158232302757400412e-02,-2.514741842747110212e-01
3.718356403773925845e-01,3.216065162938193112e-01
-2.683353674969568559e-01,-1.529392533015998534e-01
-3.494341885676752746e-01,-2.766996558474311696e-01
-4.712615587096118386e-01,2.341077020883993720e-01
-1.732171083777863663e-01,-2.930611716350266516e-01
2.191136647745445254e-01,8.968739997275021469e-02
-2.415391265574130530e-01,4.066092731696968610e-02
-2.736563267892730966e-01,4.429590474468428907e-01
-1.328049480563369134e-01,1.721283717328890850e-01
-1.672031425943458771e-01,-3.774163435012378720e-02
-1.586629424340398886e-01,-3.130009276415901542e-01
-2.527613491668523338e-01,3.039228890180737386e-01
3.785911742562360072e-01,-7.030720391628964006e-02
-1.254719839758554611e-01,4.483559573802690101e-01
-2.767831779351691557e-01,-3.660396425075510551e-01
1.224596648778609742e-01,4.386272447637560301e-01
-4.808480186663169897e-01,9.524646730456309829e-02
-2.188025781186883068e-01,-3.768461702301436622e-01
3.603652844752850415e-01,2.674629086862498895e-01
-2.788352861436258490e-01,3.675267722933523995e-01
-1.692251503297853565e-01,1.401582757614292518e-01
2.545029589408418502e-01,-1.187759962788959012e-01
-2.918353914745183131e-01,1.466133670154865509e-01
1.703983485981103163e-01,-6.270019830716366815e-02
-5.422013603650567282e-01,-2.775027687541212762e-01
-4.148509631125985031e-01,3.568285041976557714e-01
-4.657334942762506591e-01,7.803136427634627115e-02
3.920214363446639094e-02,-2.417386467493009006e-01
-4.242920531377081250e-01,-2.925045897602641665e-01
-3.419090219566721656e-01,1.780964687695618665e-03
-2.021009951119948633e-01,1.702352834051057417e-01
-1.638210446098644635e-01,3.058035243273959924e-02
3.090641325726164457e-01,1.483396909519035800e-01
-4.315079107858381668e-01,-1.540159872570783239e-01
2.715199427502094087e-01,-4.114629605927832001e-01
4.139467328699706350e-01,7.613314170619500665e-03
1.477867181253407214e-01,-3.738991115309243662e-01
-7.035222049645517561e-02,-1.193874762467465045e-01
3.825987559863545107e-01,-4.972039748528145342e-01
-4.161381935664208997e-01,3.032960824580318571e-01
-1.384336716408868240e-01,-3.282867879707122016e-01
-3.702988945252692066e-01,-2.885143045102380732e-01
3.370900237404144129e-01,1.290709635904840891e-02
3.890857093756977525e-01,-4.851325884479386064e-01
2.293381250194612697e-01,2.794789758007265590e-02
-4.583904874483469838e-01,-4.466516323994207394e-02
-4.887290907600106982e-01,-4.195570856218409084e-01
-1.999530266943607693e-01,-2.965122020314571172e-01
-2.948885493422785942e-01,-5.261516915468056332e-03
-2.446088995889802442e-01,-4.209032714172422640e-02
-2.105114226323566706e-01,2.444351503587869345e-01
8.449370589375482243e-02,1.847033665890749354e-01
3.576823332899935481e-01,-7.628309824084500423e-02
-2.301486763317261985e-01,-5.401161833825051106e-01
-3.785852415965874629e-01,-4.821352340351486854e-01
1.995502014610412989e-01,3.132736401481150956e-01
4.226118102656676312e-01,6.630929252011164010e-02
-2.530776280965774117e-02,-8.917294318211366200e-02
3.878160107117327726e-01,-2.921703597521865259e-01
-4.112470770062282011e-02,-4.179741730924914078e-01
1.361245760059263121e-01,4.687977824876898847e-02
3.848983325198205296e-01,-2.266558880204069260e-01
5.536691864193377111e-02,2.890002619520957161e-01
-4.163511431021462705e-01,-2.261425035817132834e-02
5.464095441051186608e-02,-2.894786797466577521e-01
1.754006361659109503e-01,-3.899383701399721236e-01
-9.722008638172274786e-02,1.067564812400620955e-01
2.676149154823990184e-01,-2.437585502620803757e-01
-5.232271639651495665e-01,2.235553556749144688e-01
4.269695400087056836e-01,-3.188957212726754031e-01
8.540174916459031262e-02,-2.270969112613698826e-01
-2.987344904366736609e-01,-3.332547866397006509e-01
-9.536775481326142945e-03,-1.545199949165326769e-01
8.104293555322028553e-02,-4.327077664865107698e-01
3.172942086628562919e-01,-2.696755195856878062e-01
3.014445956487512568e-01,5.811002411772392406e-02
9.825875447189713618e-03,-2.701352215152819092e-01
2.709036191341551714e-03,-5.318478699266115939e-01
8.783267335009226073e-03,-2.608336077221692362e-01
-3.901522709097647867e-01,-4.570570191450036290e-01
3.583700483039448104e-01,-3.192579712941928660e-01
-4.679727784348886033e-02,-4.411636365174740337e-01
3.289153415405882130e-01,8.851983261299556371e-02
-1.520789373130586597e-01,2.230769633875880897e-01
-5.086132900381017397e-01,3.844720660182360250e-01
3.497556579949736566e-01,-2.210864228765445638e-01
3.688880953794225759e-01,-4.877297504416122642e-03
8.173720885876512021e-02,-2.480818213359833324e-01
-4.133693998764631505e-01,-5.379860542177996585e-01
-1.810720585940855942e-01,1.580236091683746569e-01
-1.139073644033138377e-01,1.074982791457105291e-01
-3.150350425479088168e-01,2.063664023001540171e-01
2.698722966358928499e-01,3.104245585428533349e-01
-3.540686565921324913e-01,6.199959873409288669e-02
-2.012277780173157282e-01,-2.358115383801003828e-01
4.064422233294309184e-01,8.164514775286568771e-03
-2.679148037935419335e-02,1.851921332461033964e-01
-3.778772031462553915e-01,-9.320828371119072031e-02
